Date,Date_YMD,Status,TT,AN,AP,AR,AS,BR,CH,CT,DN,DD,DL,GA,GJ,HR,HP,JK,JH,KA,KL,LA,LD,MP,MH,MN,ML,MZ,NL,OR,PY,PB,RJ,SK,TN,TG,TR,UP,UT,WB,UN
31-Mar-21,31-03-2021,Recovered,40423,0,456,0,32,133,179,1052,8,0,399,62,2004,809,139,131,122,1492,2039,4,2,1261,23600,4,5,0,0,161,64,2788,393,3,1527,394,0,534,118,508,0
31-Mar-21,31-03-2021,Deceased,458,0,4,0,1,2,0,39,0,0,11,1,9,8,3,4,0,26,15,0,0,9,227,0,0,0,0,0,0,55,5,0,19,3,0,11,4,2,0
01-Apr-21,01-04-2021,Confirmed,81398,1,1271,0,58,488,257,4617,17,0,2790,265,2410,1609,409,461,690,4234,2798,18,3,2546,43183,1,2,3,5,394,260,3161,1350,6,2817,887,24,2589,500,1274,0
01-Apr-21,01-04-2021,Recovered,50384,4,464,0,34,158,223,1125,6,0,1121,104,2015,964,157,114,162,1599,1835,7,8,1573,32641,7,1,2,0,121,43,2291,446,6,1634,337,13,510,125,534,0
01-Apr-21,01-04-2021,Deceased,468,0,3,0,2,2,1,34,0,0,9,1,9,9,4,4,1,18,11,0,0,12,249,0,0,0,0,0,1,58,4,0,19,4,0,9,2,2,0
02-Apr-21,02-04-2021,Confirmed,89023,0,1288,1,63,662,287,4174,20,0,3594,280,2640,1861,406,517,694,4991,2508,14,7,2777,47913,5,15,8,16,461,213,2873,1422,4,3290,965,4,2953,364,1733,0
02-Apr-21,02-04-2021,Recovered,44179,1,610,0,38,204,139,1260,6,0,2084,81,2066,1191,285,171,137,1631,2287,3,2,1482,24126,12,1,0,0,218,82,2002,499,3,1715,312,5,782,194,550,0
02-Apr-21,02-04-2021,Deceased,713,0,5,0,0,2,1,43,0,0,14,1,11,10,4,5,1,6,14,0,0,16,481,0,0,0,0,0,1,57,2,0,12,5,0,16,2,4,0
03-Apr-21,03-04-2021,Confirmed,92994,14,1398,3,68,836,310,5818,16,0,3567,219,2815,1959,418,501,873,4373,2541,37,7,2839,49447,9,24,3,1,452,191,2686,1675,6,3446,1078,2,3187,439,1736,0
03-Apr-21,03-04-2021,Recovered,60059,6,787,0,32,255,245,1328,20,0,2904,151,2063,1184,308,140,161,1959,1660,9,11,1791,37821,6,0,0,0,205,137,2781,418,2,1834,331,5,750,176,579,0
03-Apr-21,03-04-2021,Deceased,514,0,9,0,0,2,1,36,0,0,10,2,13,10,4,2,7,19,12,0,0,15,277,0,0,0,0,0,0,49,3,0,14,6,0,14,4,5,0
04-Apr-21,04-04-2021,Confirmed,103794,11,1730,0,69,864,341,5250,25,0,4033,265,2875,1904,404,573,787,4553,2802,29,1,3178,57074,8,16,3,1,471,227,3006,1729,6,3581,1321,14,4136,550,1957,0
04-Apr-21,04-04-2021,Recovered,52840,3,842,0,48,245,352,3076,19,0,2677,167,2024,1110,256,189,148,2060,2173,12,3,2201,27508,7,2,3,0,300,109,2955,587,3,1813,293,0,863,148,644,0
04-Apr-21,04-04-2021,Deceased,477,0,5,0,2,1,1,36,0,0,21,1,14,7,10,3,8,15,10,0,0,11,222,0,0,0,0,1,0,51,2,0,14,5,0,31,2,4,0
05-Apr-21,05-04-2021,Confirmed,96563,7,1326,2,70,935,285,7302,27,0,3548,247,3160,2040,567,442,1086,5279,2357,48,3,3398,47288,5,4,1,2,573,180,2692,2429,6,3672,1097,3,3974,547,1961,0
05-Apr-21,05-04-2021,Recovered,50100,11,911,0,60,349,372,1412,18,0,2936,142,2028,1501,268,241,438,1856,1866,8,8,2064,26252,9,7,5,0,215,95,2515,527,0,1842,268,10,879,323,664,0
05-Apr-21,05-04-2021,Deceased,446,0,5,0,0,3,1,44,0,0,15,2,15,8,6,2,10,32,12,0,0,15,155,0,0,0,0,0,0,72,12,1,11,6,0,13,2,4,0
06-Apr-21,06-04-2021,Confirmed,115312,7,1941,2,92,1080,319,9921,16,0,5100,387,3280,2099,428,561,1264,6150,3502,50,7,3722,55469,7,9,9,0,588,237,2905,2236,23,3645,1498,14,5895,791,2058,0
06-Apr-21,06-04-2021,Recovered,59714,9,835,1,34,267,342,1719,28,0,2330,95,2167,1115,456,230,298,3487,1898,14,0,2203,34256,1,4,1,2,266,139,2350,851,7,1809,245,6,1176,351,722,0
06-Apr-21,06-04-2021,Deceased,630,0,7,0,2,2,2,53,0,0,17,1,17,9,5,2,4,39,14,0,0,18,297,0,0,0,0,0,2,61,13,0,15,6,0,30,7,7,0
07-Apr-21,07-04-2021,Confirmed,126276,8,2331,8,195,1527,399,10310,24,0,5506,527,3575,2366,653,812,1312,6976,3502,59,19,4043,59907,12,5,8,11,791,173,2963,2801,31,3986,1914,21,6002,1109,2390,0
07-Apr-21,07-04-2021,Recovered,59137,10,853,2,31,553,313,3819,24,0,3363,138,2217,1198,226,254,277,2794,1955,12,4,2126,30296,0,1,6,2,246,125,2959,783,1,1824,285,1,1484,88,867,0
07-Apr-21,07-04-2021,Deceased,684,0,11,0,0,3,2,53,0,0,20,2,22,11,9,6,7,35,16,0,0,13,322,0,0,0,0,1,1,62,12,0,17,5,1,40,5,8,0
08-Apr-21,08-04-2021,Confirmed,131878,18,2558,12,245,1911,324,10652,30,0,7437,582,4021,2872,621,835,1882,6570,4353,91,8,4324,56286,16,25,14,5,879,293,3070,3526,6,4276,2055,37,8474,787,2783,0
08-Apr-21,08-04-2021,Recovered,61829,7,915,0,68,328,329,1316,12,0,3687,107,2197,969,260,246,498,2393,2205,32,3,2296,36130,3,1,3,0,228,113,2480,520,2,1869,303,3,1084,265,957,0
08-Apr-21,08-04-2021,Deceased,802,0,6,0,1,4,1,94,0,0,24,2,35,11,6,1,7,36,18,0,0,27,376,1,1,0,0,0,0,56,20,0,19,7,0,39,3,7,0
09-Apr-21,09-04-2021,Confirmed,144945,12,2765,2,281,2174,422,11447,32,0,8521,428,4541,2994,662,808,1925,7955,5063,116,6,4882,58993,12,42,36,7,1282,223,3404,3970,6,5441,2478,32,9587,748,3648,0
09-Apr-21,09-04-2021,Recovered,77263,1,1245,1,38,318,320,2613,18,0,5032,159,2280,1970,501,312,553,3220,2475,64,9,2433,45391,8,6,3,4,310,139,2518,1005,0,1890,363,8,583,327,1146,0
09-Apr-21,09-04-2021,Deceased,773,0,11,0,3,3,4,91,0,0,39,3,42,11,7,4,17,46,22,0,0,23,301,0,0,0,0,1,0,56,12,0,23,5,0,36,5,8,0
10-Apr-21,10-04-2021,Confirmed,152565,14,3309,3,405,3469,398,14098,103,0,7897,540,5011,2937,943,1005,2373,6955,6194,146,10,4986,55411,11,39,25,12,1374,272,3239,4401,22,5989,2909,41,12748,1233,4043,0
10-Apr-21,10-04-2021,Recovered,90328,10,1053,1,79,822,343,4983,15,0,5716,167,2525,1615,373,359,667,3350,2584,91,5,2741,53005,1,4,0,2,403,136,2385,562,2,1952,584,1,2207,317,1268,0
10-Apr-21,10-04-2021,Deceased,838,0,12,0,2,6,3,123,0,0,39,1,49,11,12,6,17,36,17,1,0,24,309,0,0,0,0,2,2,58,18,0,23,6,0,46,3,12,0
11-Apr-21,11-04-2021,Confirmed,169914,15,3495,4,352,3756,402,10521,76,0,10774,525,5469,3440,570,915,2296,10250,6986,15,5,5939,63294,10,28,29,5,1379,306,3039,5105,54,6618,3187,48,15276,1333,4398,0
11-Apr-21,11-04-2021,Recovered,75380,2,1198,0,36,1053,357,5982,20,0,5158,170,2976,1896,506,330,635,2638,2358,14,3,3306,34008,3,40,1,2,459,206,3121,1015,1,2314,787,0,2769,243,1773,0
11-Apr-21,11-04-2021,Deceased,904,0,9,0,1,6,3,122,0,0,48,2,54,16,0,5,21,40,16,0,0,24,349,1,0,0,2,0,2,59,10,0,22,7,0,67,8,10,0
12-Apr-21,12-04-2021,Confirmed,160838,11,3263,6,583,2999,424,13576,111,0,11491,476,6021,3818,1089,991,2366,9579,5692,125,14,6489,51751,18,26,7,11,1741,512,3451,5771,5,6711,2251,10,13604,1334,4511,0
12-Apr-21,12-04-2021,Recovered,96746,10,1091,1,98,636,375,4865,19,0,7665,231,2854,2298,381,418,937,2767,2474,16,1,3117,52312,22,23,10,0,538,232,3407,1291,2,2339,565,2,3197,605,1947,0
12-Apr-21,12-04-2021,Deceased,880,0,11,0,0,6,1,132,0,0,72,2,55,14,9,0,19,52,11,0,0,37,258,0,0,1,0,2,2,52,25,0,19,6,1,72,7,14,0
13-Apr-21,13-04-2021,Confirmed,185297,8,4228,14,590,4157,397,15121,98,0,13468,562,6690,3845,619,1269,2844,8778,7515,165,21,8998,60212,26,87,36,11,1784,418,2980,5528,25,6984,3052,62,17963,1925,4817,0
13-Apr-21,13-04-2021,Recovered,82271,4,1483,0,52,1047,381,4682,21,0,7972,236,2748,2109,408,493,1003,6079,2959,35,9,4070,31624,11,10,1,3,523,209,2612,1251,5,3289,778,7,3474,405,2278,0
13-Apr-21,13-04-2021,Deceased,1026,0,10,0,1,14,1,156,0,0,81,3,67,16,11,3,29,67,20,0,0,40,281,0,0,0,0,2,3,50,28,0,18,7,0,85,13,20,0
14-Apr-21,14-04-2021,Confirmed,199584,38,4157,10,385,4786,421,14250,104,0,17282,473,7410,5398,925,1086,3198,11265,8778,208,11,9720,58952,21,98,30,13,2267,476,3302,6200,21,7819,2157,39,20439,1953,5892,0
14-Apr-21,14-04-2021,Recovered,93425,24,1606,1,106,1189,417,4633,29,0,9952,245,2642,2166,252,372,1798,4364,2642,7,0,3657,39624,6,5,1,102,610,242,3173,1956,0,3464,821,22,4517,483,2297,0
14-Apr-21,14-04-2021,Deceased,1038,1,18,0,3,21,3,120,0,0,104,4,73,18,13,5,31,38,22,1,0,51,278,0,0,0,0,3,2,63,29,0,25,8,0,67,13,24,0
15-Apr-21,15-04-2021,Confirmed,216828,15,5086,8,499,6133,412,15256,103,0,16699,757,8152,5858,1034,1141,3480,14738,8126,186,56,10166,61695,18,97,37,42,2989,413,4311,6658,41,7987,3307,0,22339,2220,6769,0
15-Apr-21,15-04-2021,Recovered,117897,4,1745,6,85,755,409,11988,14,0,13014,182,3023,2743,589,487,1325,3591,2700,72,8,3970,53335,10,3,7,3,837,176,2478,2254,5,4176,897,0,4222,397,2387,0
15-Apr-21,15-04-2021,Deceased,1184,0,14,0,1,24,3,135,2,0,112,5,81,18,11,4,28,66,20,0,0,53,349,0,0,0,0,2,1,50,33,0,29,8,0,104,9,22,0
16-Apr-21,16-04-2021,Confirmed,234002,27,6096,28,573,6253,481,14912,138,0,19486,927,8920,6277,842,1144,3843,14859,10031,245,44,11045,63729,31,121,25,22,3108,531,3891,7359,22,8449,3840,31,27360,2402,6910,0
16-Apr-21,16-04-2021,Recovered,122886,28,2194,2,113,1853,428,12240,25,0,12649,282,3387,2958,484,562,1393,4027,3792,47,11,7496,45335,7,12,5,2,952,220,3129,2791,10,4920,1198,7,6429,1080,2818,0
16-Apr-21,16-04-2021,Deceased,1338,0,20,0,4,13,1,138,0,0,141,6,94,20,9,2,56,78,21,0,0,60,398,0,1,0,1,3,3,50,31,0,33,9,0,103,17,26,0
17-Apr-21,17-04-2021,Confirmed,260895,42,7224,19,876,7870,431,16083,108,0,24375,762,9541,7717,1392,1145,3838,17489,13835,362,106,11269,67123,39,95,62,32,3144,715,4431,9046,72,9344,4446,58,27334,2757,7713,0
17-Apr-21,17-04-2021,Recovered,138209,36,2332,6,149,1804,438,9828,25,0,15414,436,3783,2944,656,852,1234,5564,3654,53,5,6497,56783,14,11,1,0,1303,198,2615,2823,4,5263,1414,11,7831,802,3426,0
17-Apr-21,17-04-2021,Deceased,1498,1,15,0,2,34,2,158,0,0,167,4,97,32,12,3,30,80,27,1,0,66,419,0,0,0,0,4,3,62,37,0,39,12,0,120,37,34,0
18-Apr-21,18-04-2021,Confirmed,275063,59,6582,20,639,8690,625,12345,184,0,25462,951,10340,7177,788,1526,3992,19067,18257,60,114,12248,68631,72,71,50,19,3664,663,4900,10262,105,10723,5093,69,30566,2630,8419,0
18-Apr-21,18-04-2021,Recovered,143839,54,2343,3,159,3460,411,14556,50,0,20159,531,3981,3489,532,963,1551,4603,4565,84,4,7495,45654,7,41,26,8,1309,282,3141,3084,5,5925,1555,7,9041,708,4053,0
18-Apr-21,18-04-2021,Deceased,1620,0,22,0,6,27,3,170,0,0,161,11,110,29,10,6,50,81,25,0,0,66,503,0,1,0,0,2,3,68,42,0,42,15,0,127,12,28,0
19-Apr-21,19-04-2021,Confirmed,257003,31,5963,65,1367,7487,612,13834,121,0,23686,940,11403,6842,1695,1516,4290,15785,13644,175,117,12897,58924,54,110,45,13,4445,565,4622,11967,9,10941,4009,32,28211,2160,8426,0
19-Apr-21,19-04-2021,Recovered,154357,12,2569,11,312,2619,429,12678,78,0,21500,428,4179,3663,593,813,1777,7098,4305,123,17,6836,52412,12,33,9,0,1503,336,3418,2408,3,6172,1878,15,10978,532,4608,0
19-Apr-21,19-04-2021,Deceased,1757,0,27,0,7,41,4,175,0,0,240,17,117,33,13,6,46,146,21,0,0,79,351,1,1,0,0,4,5,83,53,0,44,14,0,167,24,38,0
20-Apr-21,20-04-2021,Confirmed,294365,45,8987,61,1651,10455,602,15625,291,0,28395,1160,12206,7811,1340,2030,5080,21794,19577,250,53,12727,62097,94,137,91,82,4761,638,4656,12201,91,10986,5926,60,29574,3012,9819,0
20-Apr-21,20-04-2021,Recovered,166656,31,3116,15,279,3577,443,18746,75,0,19430,440,4339,3367,1078,716,2334,4571,3880,136,26,8937,54224,4,34,51,0,1740,253,3198,3207,4,6250,2209,16,14391,734,4805,0
20-Apr-21,20-04-2021,Deceased,2021,0,35,0,3,51,4,191,0,0,277,26,121,35,16,8,45,149,28,1,0,77,519,1,0,0,0,5,4,60,64,0,48,18,0,162,27,46,0
21-Apr-21,21-04-2021,Confirmed,315752,24,9716,73,1665,12222,622,14519,251,0,24638,1502,12553,9623,1692,2204,5041,23558,22414,183,191,13107,67468,92,192,90,97,4851,619,4953,14622,50,11681,6542,0,33106,4807,10784,0
21-Apr-21,21-04-2021,Recovered,179434,33,3359,16,297,4774,454,17263,101,0,24600,426,4802,3928,908,733,2331,6412,5431,20,16,9035,54985,22,25,7,4,2009,283,2727,3765,2,7071,2887,0,14198,894,5616,0
21-Apr-21,21-04-2021,Deceased,2101,0,38,0,5,56,2,193,0,0,249,17,125,45,17,13,62,116,22,0,0,75,568,2,3,0,0,5,5,69,62,0,53,20,0,187,34,58,0
22-Apr-21,22-04-2021,Confirmed,332531,37,10759,110,1931,11489,634,16750,359,0,26169,1410,13105,9742,1774,1965,7595,25795,26995,198,145,12384,67013,86,180,73,53,6164,987,5450,14468,124,12652,5567,168,34254,3998,11948,0
22-Apr-21,22-04-2021,Recovered,192317,33,3992,9,398,5308,482,17739,94,0,19609,461,5010,6512,689,791,2373,5624,6370,131,34,9620,62298,25,68,24,2,2165,464,3657,3618,18,7526,2251,74,16514,1744,6590,0
22-Apr-21,22-04-2021,Deceased,2257,1,31,0,10,59,4,207,0,0,306,21,137,55,18,8,106,123,28,1,0,75,568,1,0,0,0,7,4,75,59,1,59,23,0,195,19,56,0
23-Apr-21,23-04-2021,Confirmed,345296,42,11766,134,2384,12672,828,17397,236,0,24331,1420,13804,11854,1189,1937,5741,26962,28447,152,134,13590,66836,104,143,62,89,6215,792,6728,15398,67,13776,6206,40,36605,4339,12876,0
23-Apr-21,23-04-2021,Recovered,220545,49,4441,61,348,6067,476,15254,109,0,23572,596,5618,6334,772,1019,3205,8697,5663,159,17,10833,74045,27,38,5,1,2452,383,3294,5197,14,8078,3052,46,22566,1179,6878,0
23-Apr-21,23-04-2021,Deceased,2620,0,38,0,12,54,3,219,0,0,348,12,142,60,26,19,63,190,27,0,0,74,773,0,0,0,0,8,2,75,64,0,78,29,0,196,49,59,0
24-Apr-21,24-04-2021,Confirmed,348996,45,11698,116,2236,12359,711,16731,251,0,24103,1540,14097,10491,2073,2030,5152,29438,26685,148,157,12918,67160,130,155,63,114,6647,899,5663,15355,121,14842,7432,127,37944,5084,14281,0
24-Apr-21,24-04-2021,Recovered,215809,52,4421,19,619,6741,428,17029,118,0,22695,485,6479,5104,877,944,2865,9058,7067,209,33,11091,63818,13,148,32,0,3464,453,2949,4959,14,9142,2157,45,23231,1466,7584,0
24-Apr-21,24-04-2021,Deceased,2761,1,37,0,14,77,3,218,0,0,357,17,152,60,24,15,110,208,25,1,0,104,676,2,1,0,1,8,9,92,74,0,80,33,0,222,81,59,0
25-Apr-21,25-04-2021,Confirmed,354658,51,12634,61,1844,12795,749,12666,208,0,22933,2293,14296,10985,1363,2381,5903,34804,28469,120,164,13601,66191,140,208,105,180,6116,1008,6980,15809,148,15659,8126,100,35311,4368,15889,0
25-Apr-21,25-04-2021,Recovered,218626,57,4304,28,558,7533,413,11595,106,0,21071,658,6727,6057,1161,866,3287,6982,8122,63,29,11324,61450,38,62,34,15,3464,476,5315,6649,4,11065,3307,18,25633,1748,8407,0
25-Apr-21,25-04-2021,Deceased,2808,0,69,2,14,68,2,199,0,0,350,24,157,64,32,21,103,143,30,2,0,92,832,2,2,1,3,7,11,76,74,1,82,38,0,206,44,57,0
26-Apr-21,26-04-2021,Confirmed,319471,51,9881,168,3137,11801,821,15084,138,0,20201,2321,14340,11504,1692,2135,5541,29744,21890,145,121,12686,48700,146,130,22,55,6599,747,6276,16438,23,15684,6551,98,33551,5058,15992,0
26-Apr-21,26-04-2021,Recovered,249009,53,4431,25,828,9228,477,17341,123,0,22055,712,7727,6211,921,1067,4018,10663,7943,315,119,11612,71736,36,114,60,3,4180,515,4438,6416,20,13625,3840,62,26719,1601,9775,0
26-Apr-21,26-04-2021,Deceased,2762,0,51,0,15,67,5,226,0,0,380,38,158,75,27,25,124,201,28,0,0,88,524,5,1,0,0,9,10,98,84,2,94,43,0,249,67,68,0
27-Apr-21,27-04-2021,Confirmed,362913,48,11434,123,3132,12604,837,14893,217,0,24149,2110,14352,11931,2157,3164,6126,31830,32819,140,154,13417,66358,175,147,103,207,6073,1021,5916,16089,97,15830,10122,111,32921,5703,16403,0
27-Apr-21,27-04-2021,Recovered,262349,42,7055,28,955,7904,426,16931,190,0,17862,748,7803,7184,1305,1457,4247,10793,18413,293,131,11577,67752,50,90,12,16,4089,690,3774,7426,40,14043,6446,44,30398,1471,10664,0
27-Apr-21,27-04-2021,Deceased,3286,0,64,0,18,85,6,246,0,0,381,31,170,84,24,25,131,180,32,1,0,98,895,3,4,0,0,10,13,100,121,2,77,52,0,264,96,73,0
28-Apr-21,28-04-2021,Confirmed,379404,52,14669,165,3045,13374,772,15563,186,0,25986,3101,14120,12444,2539,3023,8075,39047,35013,116,103,12758,63309,259,159,228,124,8386,1258,6904,16613,151,16665,8061,124,29751,6054,17207,0
28-Apr-21,28-04-2021,Recovered,274171,44,6433,17,1098,8818,435,15506,221,0,24130,839,8595,7618,1552,963,4362,11833,15505,137,138,14156,61181,59,138,49,32,4521,632,5272,8303,21,15114,5093,35,35903,3485,11933,0
28-Apr-21,28-04-2021,Deceased,3646,1,71,0,22,84,11,279,0,0,368,24,174,95,33,30,149,229,41,0,0,105,1035,2,2,0,2,10,10,142,120,1,98,56,2,265,108,77,0
29-Apr-21,29-04-2021,Confirmed,386773,59,14792,194,3079,13089,801,15804,216,0,24235,3019,14327,13947,3040,3474,5961,35024,38607,108,158,12762,66159,314,187,138,181,6998,1122,6724,17269,170,17897,7994,166,35104,6251,17403,0
29-Apr-21,29-04-2021,Recovered,291727,37,8188,47,1797,10926,447,16489,138,0,25615,914,9544,9535,1241,1617,4755,14142,21116,192,45,13363,68537,314,129,90,29,4679,565,5059,10964,22,15542,4009,13,25613,3129,12885,0
29-Apr-21,29-04-2021,Deceased,3502,0,57,1,26,89,8,251,0,0,395,36,180,97,40,26,145,270,48,1,3,95,771,5,2,0,0,12,12,137,158,3,107,58,0,295,85,89,0
30-Apr-21,30-04-2021,Confirmed,402014,74,17354,163,3197,15853,724,14994,192,0,27047,3024,14605,13833,2358,3532,5961,48296,37199,103,105,12400,62919,271,229,140,226,8681,1195,6063,17155,205,18692,7646,141,34372,5654,17411,0
30-Apr-21,30-04-2021,Recovered,299198,58,8468,49,2449,11194,457,13677,325,0,25288,955,10180,9348,1734,1287,4002,14884,17500,247,56,13584,69710,74,166,44,12,5014,653,5106,10034,19,16007,5926,50,32494,4215,13932,0
30-Apr-21,30-04-2021,Deceased,3525,0,64,0,26,80,13,269,0,0,375,22,173,98,37,30,120,217,49,3,0,97,828,5,2,2,4,14,12,113,155,1,113,53,0,332,122,96,0
01-May-21,01-05-2021,Confirmed,392576,97,19412,217,3453,13789,799,15902,212,0,25219,2303,13847,13588,2751,3832,6323,40990,35636,117,156,12379,63282,319,262,113,158,10413,1379,7017,17652,259,19588,7754,173,30180,5493,17512,0
01-May-21,01-05-2021,Recovered,308688,72,11579,56,2229,10905,472,13532,280,0,27421,1310,10582,8509,1224,1801,5433,18341,15493,166,41,14562,61326,79,192,0,44,5634,623,4448,11676,41,17164,6542,67,38826,3644,14374,0
01-May-21,01-05-2021,Deceased,3685,1,61,0,23,82,11,229,0,0,412,54,172,125,28,47,169,271,48,1,0,102,802,5,3,0,3,11,12,138,160,1,147,51,2,304,107,103,0
02-May-21,02-05-2021,Confirmed,370090,38,23920,102,2385,13534,860,11825,161,0,20394,2030,12978,13322,2453,3571,4738,37733,31959,140,87,12662,56647,256,321,152,216,8015,1360,7280,18298,230,20768,7430,247,30857,5606,17515,0
02-May-21,02-05-2021,Recovered,300004,25,11411,83,2831,11694,483,12358,260,0,24444,1255,11146,10423,1614,1453,4541,21148,16296,193,275,13890,51356,80,154,120,27,6527,987,5244,11262,68,17576,5567,41,36650,2935,15587,0
02-May-21,02-05-2021,Deceased,3423,1,83,0,30,97,7,199,0,0,407,52,153,145,44,40,115,217,49,1,0,94,669,5,5,1,2,14,16,157,159,1,153,56,0,288,71,92,0
03-May-21,03-05-2021,Confirmed,355769,66,18972,220,4489,11407,890,15274,119,0,18043,2703,12820,12885,2630,3733,6899,44438,26011,89,70,12062,48621,362,246,74,101,8914,799,6772,17296,27,20952,5695,134,29052,5403,17501,0
03-May-21,03-05-2021,Recovered,318910,52,10227,90,2534,13603,528,14398,226,0,20293,1425,11999,13293,1531,1536,5614,20901,19519,149,109,13408,59500,107,177,66,30,6488,790,6016,11949,100,18016,6206,62,38687,3344,15937,0
03-May-21,03-05-2021,Deceased,3439,1,71,0,29,82,11,266,0,0,448,46,140,140,43,51,129,239,45,3,2,93,567,7,6,1,6,5,15,155,154,1,122,49,1,285,128,98,0
04-May-21,04-05-2021,Confirmed,382847,31,20034,234,4475,14794,780,15785,192,0,19953,2814,13050,15786,3824,4650,5974,44631,37190,245,169,12236,51880,433,339,198,266,8216,1138,7514,16974,230,21228,6876,271,25770,7028,17639,0
04-May-21,04-05-2021,Recovered,337699,29,12207,138,2851,11926,542,12093,229,0,18788,1870,12121,11525,1992,1878,5811,24714,26148,151,210,11249,65934,111,204,56,32,6164,886,6115,14146,22,19112,7432,87,38683,5696,16547,0
04-May-21,04-05-2021,Deceased,3786,0,82,0,41,105,11,210,0,0,338,52,131,153,48,37,132,288,57,3,0,98,891,2,0,0,0,15,17,173,154,1,144,59,1,351,85,107,0
05-May-21,05-05-2021,Confirmed,412624,42,22204,220,4826,14836,817,15157,170,0,20960,3496,12955,15416,3842,4716,5770,50112,41953,251,127,12319,57640,397,269,238,287,9889,1819,7953,16815,221,23310,6361,240,31111,7783,18102,0
05-May-21,05-05-2021,Recovered,330718,49,11128,76,2916,11726,610,10152,228,0,19209,2192,12995,10640,1480,2338,5804,26841,23106,131,160,9643,57006,121,147,137,33,6176,933,6701,17022,89,20062,8126,59,40852,4757,17073,0
05-May-21,05-05-2021,Deceased,3979,1,85,0,55,61,14,253,0,0,311,71,133,181,32,52,141,346,58,0,1,71,920,10,6,0,3,16,18,180,155,4,167,51,0,353,127,103,0
06-May-21,06-05-2021,Confirmed,414280,32,21954,222,4936,15126,759,13846,163,0,19133,3869,12545,14840,3942,4926,6974,49058,42464,98,152,12421,62194,380,347,170,267,10521,1510,8841,17532,264,24898,6026,300,26622,8517,18431,0
06-May-21,06-05-2021,Recovered,328349,30,10141,140,2976,13364,693,11600,136,0,20028,2023,13021,12246,2046,2836,5740,18943,27152,160,134,12965,63842,33,129,46,38,6854,779,5126,16044,50,21546,6551,75,28902,4548,17412,0
06-May-21,06-05-2021,Deceased,3923,1,72,0,46,90,9,212,0,0,335,58,123,177,45,52,133,328,63,0,1,86,853,13,2,0,3,17,18,154,161,3,195,52,3,350,151,117,0
07-May-21,07-05-2021,Confirmed,406901,56,17188,168,5626,13466,890,13628,121,0,19832,4195,12064,13867,4177,5443,5973,48781,38460,114,101,11708,54022,600,297,183,309,12238,1746,8297,18231,268,26465,11451,315,27763,9642,19216,0
07-May-21,07-05-2021,Recovered,327675,72,12749,132,3262,13489,797,13624,210,0,19085,2175,13085,13584,2376,2752,5293,28623,26662,145,118,4815,37386,83,176,108,112,8401,1079,4976,16930,123,22381,17183,149,33117,4643,17780,0
07-May-21,07-05-2021,Deceased,4233,0,73,1,47,62,8,208,0,0,341,56,119,162,56,50,136,592,54,1,1,84,898,2,6,0,1,19,19,165,164,2,197,87,1,372,137,112,0
08-May-21,08-05-2021,Confirmed,403808,30,20065,244,5756,12948,870,12239,137,0,17364,3751,11892,14667,5424,4788,6112,47563,41971,156,127,11598,56578,442,375,235,333,11807,1703,9042,17987,200,27397,5186,359,26636,8390,19436,0
08-May-21,08-05-2021,Recovered,386395,26,19272,135,3053,14962,861,12198,172,0,20160,3025,14737,14366,3013,2500,5953,34881,27456,143,215,4445,82266,85,152,124,19,7664,1177,6647,17667,65,23110,7994,117,34721,4771,18243,0
08-May-21,08-05-2021,Deceased,4092,2,96,0,50,76,9,223,0,0,332,55,119,155,37,60,141,482,64,1,0,90,864,12,11,0,15,21,19,171,160,5,241,38,1,297,118,127,0
09-May-21,09-05-2021,Confirmed,366455,26,22164,119,3299,11259,895,9120,90,0,13336,2633,11084,13548,3093,5190,4169,47930,35801,138,125,11051,48401,579,418,168,237,10635,1633,8436,17921,227,28897,4976,351,23175,5890,19441,0
09-May-21,09-05-2021,Recovered,353777,32,18832,188,4045,13364,879,13243,222,0,14738,3078,14770,12639,2459,2423,6461,31796,29318,105,148,4538,60226,135,179,172,128,8541,1158,5850,16880,116,23515,7646,132,34636,2731,18454,0
09-May-21,09-05-2021,Deceased,3749,2,92,0,48,67,10,189,0,0,273,67,121,151,55,54,97,490,68,2,0,86,572,15,18,2,3,19,26,191,159,2,236,35,1,294,180,124,0
10-May-21,10-05-2021,Confirmed,329491,31,14986,205,5803,10174,863,11867,63,0,12651,2804,11592,12718,4359,3614,6187,39305,27487,112,101,9715,37236,424,409,73,133,10031,1266,8549,16487,46,28978,4826,133,21277,5541,19445,0
10-May-21,10-05-2021,Recovered,355930,37,16167,179,4231,15800,714,13138,193,0,13306,2367,14931,16192,2355,2855,6962,32188,31209,106,124,7324,61607,87,241,165,47,9706,1108,6894,13499,139,20904,7754,130,29709,4887,18675,0
10-May-21,10-05-2021,Deceased,3879,2,84,4,77,75,7,172,0,0,319,50,117,161,53,56,129,596,65,2,1,81,549,13,5,3,10,17,23,198,160,2,232,32,4,278,168,134,0
11-May-21,11-05-2021,Confirmed,348555,28,20345,205,6258,10920,787,9717,139,0,12481,3124,10990,11637,4977,4352,4365,39510,37290,135,105,9754,40956,592,450,172,269,9793,2049,8594,16080,241,29272,4801,466,20445,7120,20136,0
11-May-21,11-05-2021,Recovered,355398,24,14502,232,4409,13852,805,12786,204,0,13583,2475,15198,15728,3099,3537,7631,22584,32978,130,104,9517,71966,195,206,82,45,7564,1359,7324,13198,34,19182,7430,150,29358,4933,18994,0
